season,cut,team,D
2025,6,Jacksonville State,-0.0038879497147560516
2025,6,James Madison,0.014397760840991492
2025,6,Kansas,0.010584449328836567
2025,6,Kansas State,-0.02238268678088852
2025,6,Kennesaw State,-0.020716934639990837
2025,6,Kent State,-0.03203509792624109
2025,6,Kentucky,-0.010745723953021695
2025,6,LSU,-0.01202088997409207
2025,6,Liberty,-0.020494508715246995
2025,6,Louisiana,-0.014737226741893737
2025,6,Louisiana Tech,-0.007465710667982604
2025,6,Louisville,0.007605806092290938
2025,6,Marshall,-0.009234096203701924
2025,6,Maryland,0.020788048086125815
2025,6,Massachusetts,-0.015257065771226217
2025,6,Memphis,0.015221245174670044
2025,6,Miami,0.03258940566983451
2025,6,Miami (OH),-0.0027336193721748
2025,6,Michigan,0.014245720909286103
2025,6,Michigan State,0.005995181014032184
2025,6,Middle Tennessee,-0.01360310066295432
2025,6,Minnesota,0.0054977711182655625
2025,6,Mississippi State,-0.013118447469189823
2025,6,Missouri,0.02178106685449299
2025,6,Missouri State,-0.029465896398103614
2025,6,NC State,0.013423874706834121
2025,6,Navy,0.011892098703962713
2025,6,Nebraska,0.00031518483286098226
2025,6,Nevada,-0.0002656008448025065
2025,6,New Mexico,0.0025450307684673442
2025,6,New Mexico State,-0.01913544268412663
2025,6,North Carolina,0.007165405721294863
2025,6,North Texas,0.019583414998975427
2025,6,Northern Illinois,-0.02232620270572152
2025,6,Northwestern,-0.01546609328106314
2025,6,Notre Dame,0.004497313084121132
2025,6,Ohio,-0.012195240946506543
2025,6,Ohio State,0.031756247403407066
2025,6,Oklahoma,0.014912028618225272
2025,6,Oklahoma State,-0.01974560839946002
2025,6,Old Dominion,-0.0012323487044238932
2025,6,Ole Miss,0.0010107856563199237
2025,6,Oregon,0.032275609798592265
2025,6,Oregon State,-0.028859366235959506
2025,6,Penn State,0.012398073042197841
2025,6,Pittsburgh,-0.0014858563385867912
2025,6,Purdue,-0.03057020401985632
2025,6,Rice,-0.004355858290963051
2025,6,Rutgers,-0.0025584361624722326
2025,6,SMU,0.012551929811094598
2025,6,Sam Houston,-0.029303863466903432
2025,6,San Diego State,0.012705439577420855
2025,6,San José State,-0.014110107733286383
2025,6,South Alabama,-0.04062493964377272
2025,6,South Carolina,-0.0030088091197587336
2025,6,South Florida,-0.014590433113911984
2025,6,Southern Miss,0.0038287159707635836
2025,6,Stanford,-0.025309999252485033
2025,6,Syracuse,-0.02316548337494852
2025,6,TCU,-0.008539140635318338
2025,6,Temple,0.0002452710769922944
2025,6,Tennessee,0.006248996097779478
2025,6,Texas,-0.0037089556139236605
2025,6,Texas A&M,0.013569322685165901
2025,6,Texas State,0.015420425576388884
2025,6,Texas Tech,0.03479083610475839
2025,6,Toledo,0.007901362179164163
2025,6,Troy,-0.010862413250781099
2025,6,Tulane,-0.022416106326283918
2025,6,Tulsa,-0.007079284050087895
2025,6,UAB,-0.022785896942459097
2025,6,UCF,-0.006616250835384457
2025,6,UCLA,-0.006470216706438742
2025,6,UConn,0.014232351385998803
2025,6,UL Monroe,-0.00020443494052100502
2025,6,UNLV,0.003286364641374538
2025,6,USC,0.014097877958896544
2025,6,UTEP,-0.018374870369114032
2025,6,UTSA,-0.02150801982845459
2025,6,Utah,0.007661971358331939
2025,6,Utah State,-0.004696161278078701
2025,6,Vanderbilt,0.004821718294633602
2025,6,Virginia,0.009257556759316884
2025,6,Virginia Tech,-0.018002306211513996
2025,6,Wake Forest,-0.006196782042170849
2025,6,Washington,0.014224495211854234
2025,6,Washington State,-0.002137087353928252
2025,6,West Virginia,-0.03015076862647024
2025,6,Western Kentucky,0.00348413355968788
2025,6,Western Michigan,-0.016347557075527215
2025,6,Wisconsin,-0.017455602146181512
2025,6,Wyoming,-0.01781784098797884
2025,9,Air Force,0.007158869781543541
2025,9,Akron,-0.03132599551993603
2025,9,Alabama,0.011616306722010162
2025,9,App State,-0.01052145998103598
2025,9,Arizona,0.0092224789840322
2025,9,Arizona State,-0.015604608306852336
2025,9,Arkansas,-0.010614144158679978
2025,9,Arkansas State,-0.021678288438205216
2025,9,Army,0.00840357657933323
2025,9,Auburn,-0.008968316508927186
2025,9,BYU,0.011350572538960647
2025,9,Ball State,-0.03146017895898359
2025,9,Baylor,-0.006309107888682721
2025,9,Boise State,-0.016473899674279237
2025,9,Boston College,-0.012208776583347956
2025,9,Bowling Green,-0.012824694139463322
2025,9,Buffalo,0.0025080917005794044
2025,9,California,-0.015600468429725166
2025,9,Central Michigan,-0.005533896295989103
2025,9,Charlotte,-0.028725464025189155
2025,9,Cincinnati,0.019964592386126575
2025,9,Clemson,0.0007387252728975996
2025,9,Coastal Carolina,-0.015915264462150774
2025,9,Colorado,-0.008686911826423834
2025,9,Colorado State,-0.025751319317652836
2025,9,Delaware,-0.004602268769052618
2025,9,Duke,0.013070923750141213
2025,9,East Carolina,-0.004280702747089337
2025,9,Eastern Michigan,-0.01824893282881054
2025,9,Florida,-0.00921873429462033
2025,9,Florida Atlantic,-0.017163373368110375
2025,9,Florida International,-0.023535829509402664
2025,9,Florida State,0.008044062352786985
2025,9,Fresno State,-0.00611307353439185
2025,9,Georgia,0.007450195815515291
2025,9,Georgia Southern,-0.027339346046779175
2025,9,Georgia State,-0.014868465591805801
2025,9,Georgia Tech,0.010851646728262327
2025,9,Hawai'i,-0.011553478601987065
2025,9,Houston,0.000909105324721021
2025,9,Illinois,0.006057758725858403
2025,9,Indiana,0.046590665030863086
2025,9,Iowa,0.011874080214884345
2025,9,Iowa State,-0.0045449281493369865
2025,9,Jacksonville State,-0.0028716152527979255
2025,9,James Madison,0.019426505630242376
2025,9,Kansas,-0.003199017347626057
2025,9,Kansas State,-0.006956465725022085
2025,9,Kennesaw State,-0.005796680434587918
2025,9,Kent State,-0.025722773541949618
2025,9,Kentucky,-0.009174295319681686
2025,9,LSU,-0.015510475530633528
2025,9,Liberty,-0.013966249441273124
2025,9,Louisiana,-0.01898088082137642
2025,9,Louisiana Tech,-0.007034504377780952
2025,9,Louisville,0.01058246751465659
2025,9,Marshall,-0.002281821200060158
2025,9,Maryland,0.013037862161157123
2025,9,Massachusetts,-0.032696373070256766
2025,9,Memphis,0.00773652005623901
2025,9,Miami,0.022862756994703446
2025,9,Miami (OH),-0.0022769653033528838
2025,9,Michigan,0.014691314611448344
2025,9,Michigan State,-0.0018388135339953884
2025,9,Middle Tennessee,-0.010399168112738938
2025,9,Minnesota,-0.004435351750273643
2025,9,Mississippi State,-0.014909377093497957
2025,9,Missouri,0.011210866768809391
2025,9,Missouri State,-0.027136248765668603
2025,9,NC State,0.00421095810301156
2025,9,Navy,0.024912795894049506
2025,9,Nebraska,-0.01068932478298749
2025,9,Nevada,-0.010518209073087507
2025,9,New Mexico,0.0006970725997561428
2025,9,New Mexico State,-0.018244408694954466
2025,9,North Carolina,0.008246429412331873
2025,9,North Texas,0.011954984070414914
2025,9,Northern Illinois,-0.01565020385867769
2025,9,Northwestern,-0.015856831360393665
2025,9,Notre Dame,0.011142866183737986
2025,9,Ohio,-0.003829748465286092
2025,9,Ohio State,0.03246785635798426
2025,9,Oklahoma,0.009974274784279168
2025,9,Oklahoma State,-0.028898262561967616
2025,9,Old Dominion,-0.01917527438190883
2025,9,Ole Miss,0.000554654935262946
2025,9,Oregon,0.035751249821731085
2025,9,Oregon State,-0.024899507421460996
2025,9,Penn State,0.005217952167940983
2025,9,Pittsburgh,-0.012164755980045388
2025,9,Purdue,-0.02292189807897303
2025,9,Rice,-0.005301550789948971
2025,9,Rutgers,-0.010403680425973814
2025,9,SMU,0.014939697679307454
2025,9,Sam Houston,-0.0256972379483914
2025,9,San Diego State,0.011530141397993925
2025,9,San José State,-0.015620656185981907
2025,9,South Alabama,-0.03144376655595464
2025,9,South Carolina,-0.0069358499478887545
2025,9,South Florida,0.0024394972989734897
2025,9,Southern Miss,0.005849532304996341
2025,9,Stanford,-0.03787578124295926
2025,9,Syracuse,-0.02185867313740966
2025,9,TCU,-0.0048409800159006575
2025,9,Temple,0.004134318327432592
2025,9,Tennessee,0.006733700488964302
2025,9,Texas,0.00524909752317678
2025,9,Texas A&M,0.02354589101043453
2025,9,Texas State,0.009468121168690278
2025,9,Texas Tech,0.037125221276383825
2025,9,Toledo,0.009921396331732054
2025,9,Troy,-0.006209669937217848
2025,9,Tulane,-0.010528148231037598
2025,9,Tulsa,-0.005018302230229651
2025,9,UAB,-0.014035947301426335
2025,9,UCF,-0.0037684157808579744
2025,9,UCLA,-0.007738680992662565
2025,9,UConn,0.012087535111537462
2025,9,UL Monroe,-0.017200953457743983
2025,9,UNLV,0.00010447145875728545
2025,9,USC,0.0038307727858354294
2025,9,UTEP,-0.016062907667017526
2025,9,UTSA,-0.020005255058350525
2025,9,Utah,0.01210330058310017
2025,9,Utah State,-0.013577872986000978
2025,9,Vanderbilt,0.002353543430037126
2025,9,Virginia,0.0031601514094550783
2025,9,Virginia Tech,-0.018693256427083024
2025,9,Wake Forest,-0.0022703521500597006
2025,9,Washington,0.012165216475049909
2025,9,Washington State,-0.006537652770138881
2025,9,West Virginia,-0.03194152473814871
2025,9,Western Kentucky,-0.0011277555745172053
2025,9,Western Michigan,-0.006673147771855644
2025,9,Wisconsin,-0.023897020411676448
2025,9,Wyoming,-0.006954452277251567
