season,home_team,home_points,away_team,away_points
2014,LSU,41.0,Kentucky,3.0
2014,Ole Miss,34.0,Tennessee,3.0
2014,Florida,13.0,Missouri,42.0
2014,Alabama,59.0,Texas A&M,0.0
2014,Arkansas,13.0,Alabama,14.0
2014,Florida,27.0,LSU,30.0
2014,Kentucky,48.0,UL Monroe,14.0
2014,Texas A&M,20.0,Ole Miss,35.0
2014,Mississippi State,38.0,Auburn,23.0
2014,Missouri,0.0,Georgia,34.0
2014,Auburn,41.0,LSU,7.0
2014,Ole Miss,23.0,Alabama,17.0
2014,Kentucky,45.0,South Carolina,38.0
2014,Tennessee,9.0,Florida,10.0
2014,Mississippi State,48.0,Texas A&M,31.0
2014,Georgia,44.0,Vanderbilt,17.0
2014,LSU,63.0,New Mexico State,7.0
2014,South Carolina,20.0,Missouri,21.0
2014,Georgia,35.0,Tennessee,32.0
2014,Texas A&M,35.0,Arkansas,28.0
2014,Kentucky,17.0,Vanderbilt,7.0
2014,Alabama,42.0,Florida,21.0
2014,Georgia,66.0,Troy,0.0
2014,LSU,29.0,Mississippi State,34.0
2014,Vanderbilt,34.0,South Carolina,48.0
2014,Florida,36.0,Kentucky,30.0
2014,LSU,31.0,UL Monroe,0.0
2014,Ole Miss,56.0,Louisiana,15.0
2014,South Alabama,3.0,Mississippi State,35.0
2014,South Carolina,38.0,Georgia,35.0
2014,Vanderbilt,3.0,Ole Miss,41.0
2014,Tennessee,34.0,Arkansas State,19.0
2014,Auburn,45.0,Arkansas,21.0
2014,South Carolina,28.0,Texas A&M,52.0
2014,Georgia State,31.0,New Mexico State,34.0
2014,UL Monroe,38.0,Idaho,31.0
2014,Texas State,21.0,Navy,35.0
2014,South Alabama,6.0,Georgia Southern,28.0
2014,Idaho,10.0,South Alabama,34.0
2014,UL Monroe,22.0,Troy,20.0
2014,App State,21.0,South Alabama,47.0
2014,Arkansas State,28.0,UL Monroe,14.0
2014,Louisiana,34.0,Georgia State,31.0
2014,New Mexico State,28.0,Georgia Southern,36.0
2014,Texas State,35.0,Idaho,30.0
2014,Georgia State,10.0,Arkansas State,52.0
2014,Georgia Southern,47.0,Idaho,24.0
2014,Troy,41.0,New Mexico State,24.0
2014,Texas State,10.0,Louisiana,34.0
2014,Troy,14.0,App State,53.0
2014,South Alabama,30.0,Georgia State,27.0
2014,Idaho,29.0,New Mexico State,17.0
2014,Louisiana,55.0,Arkansas State,40.0
2014,Georgia State,31.0,Georgia Southern,69.0
2014,UL Monroe,18.0,Texas State,22.0
2014,App State,44.0,Georgia State,0.0
2014,Idaho,28.0,Arkansas State,44.0
2014,Louisiana,19.0,South Alabama,9.0
2014,New Mexico State,29.0,Texas State,37.0
2014,App State,31.0,UL Monroe,29.0
2014,Arkansas State,45.0,South Alabama,10.0
2014,Troy,45.0,Georgia State,21.0
2014,Texas State,25.0,Georgia Southern,28.0
2014,New Mexico State,16.0,Louisiana,44.0
2014,Arkansas State,32.0,App State,37.0
2014,Navy,52.0,Georgia Southern,19.0
2014,Idaho,17.0,Troy,34.0
2014,UL Monroe,27.0,Louisiana,34.0
2014,South Alabama,24.0,Texas State,20.0
2014,Louisiana,16.0,App State,35.0
2014,New Mexico State,17.0,UL Monroe,30.0
2014,South Alabama,40.0,Navy,42.0
2014,App State,45.0,Idaho,28.0
2014,Arkansas State,68.0,New Mexico State,35.0
2014,Georgia State,31.0,Texas State,54.0
2014,Georgia Southern,22.0,UL Monroe,16.0
2014,Troy,23.0,Louisiana,42.0
2014,Army,10.0,Navy,17.0
2014,Navy,39.0,Notre Dame,49.0
2014,Georgia Southern,34.0,App State,14.0
2014,South Alabama,27.0,Troy,13.0
2014,Georgia Southern,42.0,Troy,10.0
2014,Texas State,45.0,Arkansas State,27.0
2014,Temple,13.0,Memphis,16.0
2014,Houston,47.0,UNLV,14.0
2015,Alabama,35.0,Wisconsin,17.0
2015,Arkansas,48.0,UTEP,13.0
2015,Auburn,31.0,Louisville,24.0
2015,Florida,61.0,New Mexico State,13.0
2015,Georgia,51.0,UL Monroe,14.0
2015,Kentucky,40.0,Louisiana,33.0
2015,Southern Miss,16.0,Mississippi State,34.0
2015,Texas A&M,38.0,Arizona State,17.0
2015,Vanderbilt,12.0,Western Kentucky,14.0
2015,South Carolina,17.0,North Carolina,13.0
2015,Alabama,34.0,UL Monroe,0.0
2015,Arkansas,21.0,Texas A&M,28.0
2015,Auburn,9.0,Mississippi State,17.0
2015,Florida,28.0,Tennessee,27.0
2015,Kentucky,21.0,Missouri,13.0
2015,Ole Miss,27.0,Vanderbilt,16.0
2015,South Carolina,31.0,UCF,14.0
2015,Syracuse,24.0,LSU,34.0
2015,Alabama,37.0,Ole Miss,43.0
2015,Arkansas,24.0,Texas Tech,35.0
2015,Georgia,52.0,South Carolina,20.0
2015,Kentucky,9.0,Florida,14.0
2015,LSU,45.0,Auburn,21.0
2015,Missouri,9.0,UConn,6.0
2015,Texas A&M,44.0,Nevada,27.0
2015,Alabama,37.0,Middle Tennessee,10.0
2015,Arkansas,12.0,Toledo,16.0
2015,Arkansas State,20.0,Missouri,27.0
2015,Florida,31.0,East Carolina,24.0
2015,Mississippi State,19.0,LSU,21.0
2015,Ole Miss,73.0,Fresno State,21.0
2015,South Carolina,22.0,Kentucky,26.0
2015,Tennessee,24.0,Oklahoma,31.0
2015,Texas A&M,56.0,Ball State,23.0
2015,Vanderbilt,14.0,Georgia,31.0
2015,Auburn,19.0,Ole Miss,27.0
2015,Florida,27.0,Georgia,3.0
2015,Houston,34.0,Vanderbilt,0.0
2015,Kentucky,21.0,Tennessee,52.0
2015,Texas A&M,35.0,South Carolina,28.0
2015,Auburn,35.0,San José State,21.0
2015,Florida,38.0,Ole Miss,10.0
2015,Georgia,10.0,Alabama,38.0
2015,LSU,44.0,Eastern Michigan,22.0
2015,Middle Tennessee,13.0,Vanderbilt,17.0
2015,Missouri,24.0,South Carolina,10.0
2015,Tennessee,20.0,Arkansas,24.0
2015,Texas A&M,30.0,Mississippi State,17.0
2015,Alabama,19.0,Tennessee,14.0
2015,Arkansas,54.0,Auburn,46.0
2015,LSU,48.0,Western Kentucky,20.0
2015,Mississippi State,42.0,Kentucky,16.0
2015,Ole Miss,23.0,Texas A&M,3.0
2015,Vanderbilt,10.0,Missouri,3.0
2015,Georgia,9.0,Missouri,6.0
2015,LSU,35.0,Florida,28.0
2015,Memphis,37.0,Ole Miss,24.0
2015,Mississippi State,45.0,Louisiana Tech,20.0
2015,South Carolina,19.0,Vanderbilt,10.0
2015,Texas A&M,23.0,Alabama,41.0
2015,Kentucky,27.0,Auburn,30.0
2015,Alabama,27.0,Arkansas,14.0
2015,Mississippi State,45.0,Troy,17.0
2015,Missouri,3.0,Florida,21.0
2015,Ole Miss,52.0,New Mexico State,3.0
2015,LSU,45.0,South Carolina,24.0
2015,Tennessee,38.0,Georgia,31.0
2015,Alabama,30.0,LSU,16.0
2015,Florida,9.0,Vanderbilt,7.0
2015,Georgia,27.0,Kentucky,3.0
2015,Ole Miss,52.0,Arkansas,53.0
2015,Tennessee,27.0,South Carolina,24.0
2015,Texas A&M,10.0,Auburn,26.0
2015,Missouri,13.0,Mississippi State,31.0
2015,Arkansas,28.0,Missouri,3.0
2015,Auburn,13.0,Alabama,29.0
2015,Florida,2.0,Florida State,27.0
2015,Georgia Tech,7.0,Georgia,13.0
2015,Kentucky,24.0,Louisville,38.0
2015,LSU,19.0,Texas A&M,7.0
2015,Mississippi State,27.0,Ole Miss,38.0
2015,South Carolina,32.0,Clemson,37.0
2015,Tennessee,53.0,Vanderbilt,28.0
2015,Arkansas,50.0,Mississippi State,51.0
2015,Auburn,56.0,Idaho,34.0
2015,Florida,20.0,Florida Atlantic,14.0
2015,Georgia,23.0,Georgia Southern,17.0
2015,Kentucky,58.0,Charlotte,10.0
2015,Missouri,8.0,Tennessee,19.0
2015,Ole Miss,38.0,LSU,17.0
2015,Vanderbilt,0.0,Texas A&M,25.0
2015,Auburn,13.0,Georgia,20.0
2015,LSU,14.0,Arkansas,31.0
2015,Mississippi State,6.0,Alabama,31.0
2015,South Carolina,14.0,Florida,24.0
2015,Tennessee,24.0,North Texas,0.0
2015,Vanderbilt,21.0,Kentucky,17.0
2014,Georgia Tech,35.0,Florida State,37.0
2014,Bowling Green,17.0,Northern Illinois,51.0
2014,Oregon,51.0,Arizona,13.0
2014,Marshall,26.0,Louisiana Tech,23.0
2014,Ohio State,59.0,Wisconsin,0.0
2014,Missouri,13.0,Alabama,42.0
2014,Boise State,28.0,Fresno State,14.0
2014,Florida State,20.0,Oregon,59.0
2014,Ohio State,42.0,Alabama,35.0
2014,Baylor,41.0,Michigan State,42.0
2014,Georgia Tech,49.0,Mississippi State,34.0
2014,Arizona,30.0,Boise State,38.0
2014,TCU,42.0,Ole Miss,3.0
2014,Louisiana,16.0,Nevada,3.0
2014,Air Force,38.0,Western Michigan,24.0
2014,San Diego State,16.0,Navy,17.0
2014,Arkansas State,44.0,Toledo,63.0
2014,Bowling Green,33.0,South Alabama,28.0
2014,UTEP,6.0,Utah State,21.0
2014,Northern Illinois,23.0,Marshall,52.0
2014,Rice,30.0,Fresno State,6.0
2014,Western Kentucky,49.0,Central Michigan,48.0
2014,Stanford,45.0,Maryland,21.0
2014,Virginia Tech,33.0,Cincinnati,17.0
2014,Clemson,40.0,Oklahoma,6.0
2014,UCF,27.0,NC State,34.0
2014,Penn State,31.0,Boston College,30.0
2014,Duke,31.0,Arizona State,36.0
2014,North Carolina,21.0,Rutgers,40.0
2014,Pittsburgh,34.0,Houston,35.0
2014,LSU,28.0,Notre Dame,31.0
2014,Louisville,14.0,Georgia,37.0
2014,South Carolina,24.0,Miami,21.0
2014,Minnesota,17.0,Missouri,33.0
2014,UCLA,40.0,Kansas State,35.0
2014,Wisconsin,34.0,Auburn,31.0
2014,USC,45.0,Nebraska,42.0
2014,Colorado State,10.0,Utah,45.0
2014,Louisiana Tech,35.0,Illinois,18.0
2014,Texas,7.0,Arkansas,31.0
2014,Tennessee,45.0,Iowa,28.0
2014,Memphis,55.0,BYU,48.0
2014,West Virginia,37.0,Texas A&M,45.0
2014,Oklahoma State,30.0,Washington,22.0
2014,Florida,28.0,East Carolina,20.0
2014,Ohio State,42.0,Oregon,20.0
2015,Arizona,42.0,UTSA,32.0
2015,Utah,24.0,Michigan,17.0
2015,USC,55.0,Arkansas State,6.0
2015,Boise State,16.0,Washington,13.0
2015,Northwestern,16.0,Stanford,6.0
2015,Nevada,20.0,Arizona,44.0
2015,Tulane,7.0,Duke,37.0
2015,Florida State,59.0,Texas State,16.0
2015,NC State,49.0,Troy,21.0
2015,UCLA,34.0,Virginia,16.0
2015,Virginia Tech,24.0,Ohio State,42.0
2015,Clemson,41.0,App State,10.0
2015,Georgia Tech,65.0,Tulane,10.0
2015,Louisville,31.0,Houston,34.0
2015,Florida Atlantic,20.0,Miami,44.0
2015,Akron,7.0,Pittsburgh,24.0
2015,Syracuse,30.0,Wake Forest,17.0
2015,Virginia,27.0,Notre Dame,34.0
2015,Louisville,17.0,Clemson,20.0
2015,Boston College,0.0,Florida State,14.0
2015,Duke,10.0,Northwestern,19.0
2015,Notre Dame,30.0,Georgia Tech,22.0
2015,Miami,36.0,Nebraska,33.0
2015,North Carolina,48.0,Illinois,14.0
2015,Old Dominion,14.0,NC State,38.0
2015,Iowa,27.0,Pittsburgh,24.0
2015,Syracuse,30.0,Central Michigan,27.0
2015,Purdue,24.0,Virginia Tech,51.0
2015,Army,14.0,Wake Forest,17.0
2015,Virginia,14.0,Boise State,56.0
2015,Boston College,17.0,Northern Illinois,14.0
2015,Duke,34.0,Georgia Tech,20.0
2015,South Alabama,13.0,NC State,63.0
2015,East Carolina,35.0,Virginia Tech,28.0
2015,Wake Forest,24.0,Indiana,31.0
2015,Duke,9.0,Boston College,7.0
2015,Clemson,24.0,Notre Dame,22.0
2015,Wake Forest,16.0,Florida State,24.0
2015,Georgia Tech,31.0,North Carolina,38.0
2015,NC State,13.0,Louisville,20.0
2015,Virginia Tech,13.0,Pittsburgh,17.0
2015,Virginia Tech,28.0,NC State,13.0
2015,Boston College,0.0,Wake Forest,3.0
2015,Clemson,43.0,Georgia Tech,24.0
2015,Army,3.0,Duke,44.0
2015,Florida State,29.0,Miami,24.0
2015,Pittsburgh,26.0,Virginia,19.0
2015,South Florida,45.0,Syracuse,24.0
2015,Clemson,34.0,Boston College,17.0
2015,Florida State,41.0,Louisville,21.0
2015,Georgia Tech,28.0,Pittsburgh,31.0
2015,Miami,30.0,Virginia Tech,20.0
2015,North Carolina,50.0,Wake Forest,14.0
2015,Virginia,44.0,Syracuse,38.0
2015,Louisville,17.0,Boston College,14.0
2015,Miami,0.0,Clemson,58.0
2015,Virginia Tech,43.0,Duke,45.0
2015,Georgia Tech,22.0,Florida State,16.0
2015,North Carolina,26.0,Virginia,13.0
2015,Wake Forest,17.0,NC State,35.0
2015,Syracuse,20.0,Pittsburgh,23.0
2015,Pittsburgh,19.0,North Carolina,26.0
2015,Wake Forest,19.0,Louisville,20.0
2015,Boston College,10.0,Virginia Tech,26.0
2015,NC State,41.0,Clemson,56.0
2015,Duke,27.0,Miami,30.0
2015,Florida State,45.0,Syracuse,21.0
2015,Virginia,27.0,Georgia Tech,21.0
2015,Boston College,8.0,NC State,24.0
2015,Clemson,23.0,Florida State,13.0
2015,North Carolina,66.0,Duke,31.0
2015,Louisville,41.0,Syracuse,17.0
2015,Miami,27.0,Virginia,21.0
2015,Pittsburgh,30.0,Notre Dame,42.0
2015,Georgia Tech,21.0,Virginia Tech,23.0
2015,Syracuse,27.0,Clemson,37.0
2015,Duke,13.0,Pittsburgh,31.0
2015,Florida State,34.0,NC State,17.0
2015,Louisville,38.0,Virginia,31.0
2015,North Carolina,59.0,Miami,21.0
2015,Notre Dame,28.0,Wake Forest,7.0
2015,Notre Dame,19.0,Boston College,16.0
2015,Clemson,33.0,Wake Forest,13.0
2015,Virginia,42.0,Duke,34.0
2015,Miami,38.0,Georgia Tech,21.0
2015,Pittsburgh,45.0,Louisville,34.0
2015,Virginia Tech,27.0,North Carolina,30.0
2015,NC State,42.0,Syracuse,29.0
2015,Pittsburgh,24.0,Miami,29.0
2015,Syracuse,20.0,Boston College,17.0
2015,Wake Forest,21.0,Duke,27.0
2015,NC State,34.0,North Carolina,45.0
2015,Virginia,20.0,Virginia Tech,23.0
2015,USC,59.0,Idaho,9.0
2015,UNLV,3.0,UCLA,37.0
2015,Colorado,48.0,Massachusetts,14.0
2015,Michigan State,31.0,Oregon,28.0
2015,Michigan,35.0,Oregon State,7.0
2015,Rutgers,34.0,Washington State,37.0
2015,California,35.0,San Diego State,7.0
2015,Stanford,31.0,UCF,7.0
2015,USC,31.0,Stanford,41.0
2015,UCLA,24.0,BYU,23.0
2015,Colorado State,24.0,Colorado,27.0
2015,Fresno State,24.0,Utah,45.0
2015,Oregon,61.0,Georgia State,28.0
2015,Oregon State,35.0,San José State,21.0
2015,Washington,31.0,Utah State,17.0
2015,Washington State,31.0,Wyoming,14.0
2015,Texas,44.0,California,45.0
2015,Oregon State,24.0,Stanford,42.0
2015,Arizona,30.0,UCLA,56.0
2015,Arizona State,14.0,USC,42.0
2015,Oregon,20.0,Utah,62.0
2015,Washington,24.0,California,30.0
2015,Stanford,55.0,Arizona,17.0
2015,UCLA,23.0,Arizona State,38.0
2015,Colorado,24.0,Oregon,41.0
2015,California,34.0,Washington State,28.0
2015,USC,12.0,Washington,17.0
2015,Arizona,44.0,Oregon State,7.0
2015,Arizona State,48.0,Colorado,23.0
2015,Utah,30.0,California,24.0
2015,Oregon,38.0,Washington State,45.0
2015,Stanford,56.0,UCLA,35.0
2015,Colorado,31.0,Arizona,38.0
2015,Utah,34.0,Arizona State,18.0
2015,Notre Dame,41.0,USC,31.0
2015,Washington,20.0,Oregon,26.0
2015,Washington State,52.0,Oregon State,31.0
2015,UCLA,40.0,California,24.0
2015,Arizona,42.0,Washington State,45.0
2015,USC,42.0,Utah,24.0
2015,Oregon State,13.0,Colorado,17.0
2015,Stanford,31.0,Washington,14.0
2015,Arizona State,55.0,Oregon,61.0
2015,Washington,49.0,Arizona,3.0
2015,California,21.0,USC,27.0
2015,UCLA,35.0,Colorado,31.0
2015,Utah,27.0,Oregon State,12.0
2015,Washington State,28.0,Stanford,30.0
2015,USC,38.0,Arizona,30.0
2015,Washington State,38.0,Arizona State,24.0
2015,Oregon State,0.0,UCLA,41.0
2015,Colorado,10.0,Stanford,42.0
2015,Washington,23.0,Utah,34.0
2015,Oregon,44.0,California,28.0
2015,Colorado,24.0,USC,27.0
2015,Arizona,37.0,Utah,30.0
2015,Arizona State,27.0,Washington,17.0
2015,UCLA,27.0,Washington State,31.0
2015,Stanford,36.0,Oregon,38.0
2015,California,54.0,Oregon State,24.0
2015,Arizona State,52.0,Arizona,37.0
2015,Oregon,48.0,USC,28.0
2015,Utah,9.0,UCLA,17.0
2015,Washington State,27.0,Colorado,3.0
2015,Oregon State,7.0,Washington,52.0
2015,Stanford,35.0,California,22.0
2015,Oregon,52.0,Oregon State,42.0
2015,Washington,45.0,Washington State,10.0
2015,California,48.0,Arizona State,46.0
2015,USC,40.0,UCLA,21.0
2015,Utah,20.0,Colorado,14.0
2015,Stanford,38.0,Notre Dame,36.0
2015,UConn,22.0,Army,17.0
2015,Eastern Michigan,36.0,Army,58.0
2015,Penn State,20.0,Army,14.0
2015,Rice,38.0,Army,31.0
2015,Air Force,20.0,Army,3.0
2015,Army,31.0,Tulane,34.0
2015,Army,21.0,Rutgers,31.0
2015,Navy,21.0,Army,17.0
2015,Minnesota,17.0,TCU,23.0
2015,Central Michigan,13.0,Oklahoma State,24.0
2015,Notre Dame,38.0,Texas,3.0
2015,Oklahoma,41.0,Akron,3.0
2015,West Virginia,44.0,Georgia Southern,0.0
2015,Iowa State,17.0,Iowa,31.0
2015,Kansas,23.0,Memphis,55.0
2015,Texas,42.0,Rice,28.0
2015,UTSA,3.0,Kansas State,30.0
2015,Texas Tech,69.0,UTEP,20.0
2015,Kansas State,39.0,Louisiana Tech,33.0
2015,Oklahoma,52.0,Tulsa,38.0
2015,Oklahoma State,69.0,UTSA,14.0
2015,TCU,56.0,SMU,37.0
2015,Toledo,30.0,Iowa State,23.0
2015,Baylor,70.0,Rice,17.0
2015,Rutgers,27.0,Kansas,14.0
2015,Texas,27.0,Oklahoma State,30.0
2015,Texas Tech,52.0,TCU,55.0
2015,West Virginia,45.0,Maryland,6.0
2015,Iowa State,38.0,Kansas,13.0
2015,Oklahoma,44.0,West Virginia,24.0
2015,Oklahoma State,36.0,Kansas State,34.0
2015,TCU,50.0,Texas,7.0
2015,Baylor,63.0,Texas Tech,35.0
2015,Kansas,7.0,Baylor,66.0
2015,Kansas State,45.0,TCU,52.0
2015,Texas,24.0,Oklahoma,17.0
2015,Texas Tech,66.0,Iowa State,31.0
2015,West Virginia,26.0,Oklahoma State,33.0
2015,Baylor,62.0,West Virginia,38.0
2015,Iowa State,21.0,TCU,45.0
2015,Kansas,20.0,Texas Tech,30.0
2015,Kansas State,0.0,Oklahoma,55.0
2015,Baylor,45.0,Iowa State,27.0
2015,Oklahoma,63.0,Texas Tech,27.0
2015,Oklahoma State,58.0,Kansas,10.0
2015,Texas,23.0,Kansas State,9.0
2015,TCU,40.0,West Virginia,10.0
2015,Iowa State,24.0,Texas,0.0
2015,Kansas,7.0,Oklahoma,62.0
2015,Texas Tech,53.0,Oklahoma State,70.0
2015,Kansas State,24.0,Baylor,31.0
2015,Oklahoma,52.0,Iowa State,16.0
2015,Oklahoma State,49.0,TCU,29.0
2015,Texas,59.0,Kansas,20.0
2015,West Virginia,31.0,Texas Tech,26.0
2015,Baylor,34.0,Oklahoma,44.0
2015,Iowa State,31.0,Oklahoma State,35.0
2015,TCU,23.0,Kansas,17.0
2015,Texas Tech,59.0,Kansas State,44.0
2015,West Virginia,38.0,Texas,20.0
2015,Kansas,0.0,West Virginia,49.0
2015,Kansas State,38.0,Iowa State,35.0
2015,Oklahoma,30.0,TCU,29.0
2015,Oklahoma State,35.0,Baylor,45.0
2015,Texas,45.0,Texas Tech,48.0
2015,TCU,28.0,Baylor,21.0
2015,Kansas,14.0,Kansas State,45.0
2015,Oklahoma State,23.0,Oklahoma,58.0
2015,West Virginia,30.0,Iowa State,6.0
2015,Baylor,17.0,Texas,23.0
2015,Kansas State,24.0,West Virginia,23.0
2015,Western Michigan,24.0,Michigan State,37.0
2015,Nebraska,28.0,BYU,33.0
2015,Temple,27.0,Penn State,10.0
2015,Marshall,41.0,Purdue,31.0
2015,Colorado State,20.0,Minnesota,23.0
2015,Indiana,36.0,Florida International,22.0
2015,Maryland,27.0,Bowling Green,48.0
2015,Nebraska,48.0,South Alabama,9.0
2015,Ohio State,38.0,Hawai'i,0.0
2015,Penn State,27.0,Buffalo,14.0
2015,Wisconsin,58.0,Miami (OH),0.0
2015,Indiana,38.0,Western Kentucky,35.0
2015,Maryland,35.0,South Florida,17.0
2015,Michigan,28.0,UNLV,7.0
2015,Michigan State,35.0,Air Force,21.0
2015,Minnesota,10.0,Kent State,7.0
2015,Ohio State,20.0,Northern Illinois,13.0
2015,Penn State,28.0,Rutgers,3.0
2015,Wisconsin,28.0,Troy,3.0
2015,Illinois,27.0,Middle Tennessee,25.0
2015,Iowa,62.0,North Texas,16.0
2015,Michigan,31.0,BYU,0.0
2015,Michigan State,30.0,Central Michigan,10.0
2015,Minnesota,27.0,Ohio,24.0
2015,Nebraska,36.0,Southern Miss,28.0
2015,Northwestern,24.0,Ball State,19.0
2015,Ohio State,38.0,Western Michigan,12.0
2015,Penn State,37.0,San Diego State,21.0
2015,Purdue,28.0,Bowling Green,35.0
2015,Wisconsin,28.0,Hawai'i,0.0
2015,Illinois,14.0,Nebraska,13.0
2015,Indiana,27.0,Ohio State,34.0
2015,Maryland,0.0,Michigan,28.0
2015,Michigan State,24.0,Purdue,21.0
2015,Northwestern,27.0,Minnesota,0.0
2015,Wisconsin,6.0,Iowa,10.0
2015,Iowa,29.0,Illinois,20.0
2015,Michigan,38.0,Northwestern,0.0
2015,Nebraska,21.0,Wisconsin,23.0
2015,Ohio State,49.0,Maryland,28.0
2015,Penn State,29.0,Indiana,7.0
2015,Purdue,13.0,Minnesota,41.0
2015,Rutgers,24.0,Michigan State,31.0
2015,Indiana,52.0,Rutgers,55.0
2015,Michigan,23.0,Michigan State,27.0
2015,Minnesota,25.0,Nebraska,48.0
2015,Northwestern,10.0,Iowa,40.0
2015,Ohio State,38.0,Penn State,10.0
2015,Wisconsin,24.0,Purdue,7.0
2015,Illinois,13.0,Wisconsin,24.0
2015,Maryland,30.0,Penn State,31.0
2015,Michigan State,52.0,Indiana,26.0
2015,Nebraska,28.0,Northwestern,30.0
2015,Rutgers,7.0,Ohio State,49.0
2015,Iowa,31.0,Maryland,15.0
2015,Minnesota,26.0,Michigan,29.0
2015,Penn State,39.0,Illinois,0.0
2015,Purdue,55.0,Nebraska,45.0
2015,Wisconsin,48.0,Rutgers,10.0
2015,Indiana,27.0,Iowa,35.0
2015,Maryland,24.0,Wisconsin,31.0
2015,Michigan,49.0,Rutgers,16.0
2015,Nebraska,39.0,Michigan State,38.0
2015,Northwestern,23.0,Penn State,21.0
2015,Ohio State,28.0,Minnesota,14.0
2015,Purdue,14.0,Illinois,48.0
2015,Illinois,3.0,Ohio State,28.0
2015,Indiana,41.0,Michigan,48.0
2015,Iowa,40.0,Minnesota,35.0
2015,Michigan State,24.0,Maryland,7.0
2015,Northwestern,21.0,Purdue,14.0
2015,Rutgers,14.0,Nebraska,31.0
2015,Iowa,40.0,Purdue,20.0
2015,Maryland,28.0,Indiana,47.0
2015,Minnesota,32.0,Illinois,23.0
2015,Ohio State,14.0,Michigan State,17.0
2015,Penn State,16.0,Michigan,28.0
2015,Wisconsin,7.0,Northwestern,13.0
2015,Nebraska,20.0,Iowa,28.0
2015,Illinois,14.0,Northwestern,24.0
2015,Michigan,13.0,Ohio State,42.0
2015,Michigan State,55.0,Penn State,16.0
2015,Minnesota,21.0,Wisconsin,31.0
2015,Purdue,36.0,Indiana,54.0
2015,Rutgers,41.0,Maryland,46.0
2015,Notre Dame,62.0,Massachusetts,27.0
2015,Notre Dame,41.0,Navy,24.0
2015,Temple,20.0,Notre Dame,24.0
2015,Georgia State,20.0,Charlotte,23.0
2015,Eastern Michigan,34.0,Old Dominion,38.0
2015,Tulsa,47.0,Florida Atlantic,44.0
2015,UCF,14.0,Florida International,15.0
2015,Ohio,21.0,Marshall,10.0
2015,SMU,31.0,North Texas,13.0
2015,Western Kentucky,41.0,Louisiana Tech,38.0
2015,Florida Atlantic,15.0,Buffalo,33.0
2015,Middle Tennessee,73.0,Charlotte,14.0
2015,New Mexico State,47.0,UTEP,50.0
2015,North Texas,24.0,Rice,38.0
2015,Texas State,50.0,Southern Miss,56.0
2015,Charlotte,7.0,Florida Atlantic,17.0
2015,Kent State,29.0,Marshall,36.0
2015,Louisiana Tech,27.0,Florida International,17.0
2015,Old Dominion,0.0,App State,49.0
2015,UTSA,31.0,Colorado State,33.0
2015,Western Kentucky,56.0,Miami (OH),14.0
2015,Charlotte,3.0,Temple,37.0
2015,Louisiana Tech,43.0,Louisiana,14.0
2015,Marshall,27.0,Old Dominion,7.0
2015,Rice,10.0,Western Kentucky,49.0
2015,Southern Miss,49.0,North Texas,14.0
2015,UTEP,6.0,UTSA,25.0
2015,Massachusetts,24.0,Florida International,14.0
2015,Florida Atlantic,26.0,Rice,27.0
2015,Florida International,52.0,UTEP,12.0
2015,Marshall,31.0,Southern Miss,10.0
2015,UTSA,31.0,Louisiana Tech,34.0
2015,Western Kentucky,58.0,Middle Tennessee,28.0
2015,Florida Atlantic,17.0,Marshall,33.0
2015,Middle Tennessee,42.0,Florida International,34.0
2015,North Texas,28.0,Western Kentucky,55.0
2015,Old Dominion,37.0,Charlotte,34.0
2015,Southern Miss,32.0,UTSA,10.0
2015,Charlotte,10.0,Southern Miss,44.0
2015,Florida International,41.0,Old Dominion,12.0
2015,Louisiana Tech,45.0,Middle Tennessee,16.0
2015,Marshall,30.0,North Texas,13.0
2015,UTEP,27.0,Florida Atlantic,17.0
2015,Charlotte,10.0,Marshall,34.0
2015,Florida Atlantic,31.0,Florida International,17.0
2015,North Texas,30.0,UTSA,23.0
2015,Old Dominion,30.0,Western Kentucky,55.0
2015,Rice,17.0,Louisiana Tech,42.0
2015,Southern Miss,34.0,UTEP,13.0
2015,Florida International,48.0,Charlotte,31.0
2015,Louisiana Tech,56.0,North Texas,13.0
2015,Middle Tennessee,27.0,Marshall,24.0
2015,UTEP,24.0,Rice,21.0
2015,UTSA,31.0,Old Dominion,36.0
2015,Western Kentucky,35.0,Florida Atlantic,19.0
2015,Charlotte,27.0,UTSA,30.0
2015,Florida Atlantic,17.0,Middle Tennessee,24.0
2015,Marshall,52.0,Florida International,0.0
2015,Old Dominion,31.0,UTEP,21.0
2015,Rice,10.0,Southern Miss,65.0
2015,Florida International,7.0,Western Kentucky,63.0
2015,Middle Tennessee,41.0,North Texas,7.0
2015,Southern Miss,56.0,Old Dominion,31.0
2015,UTEP,15.0,Louisiana Tech,17.0
2015,UTSA,34.0,Rice,24.0
2015,Louisiana Tech,24.0,Southern Miss,58.0
2015,North Texas,17.0,UTEP,20.0
2015,Old Dominion,31.0,Florida Atlantic,33.0
2015,Rice,27.0,Charlotte,7.0
2015,UTSA,7.0,Middle Tennessee,42.0
2015,Western Kentucky,49.0,Marshall,28.0
2015,SMU,21.0,Baylor,56.0
2015,Cincinnati,26.0,Temple,34.0
2015,New Mexico,21.0,Tulsa,40.0
2015,Bowling Green,41.0,Memphis,44.0
2015,Miami (OH),33.0,Cincinnati,37.0
2015,Navy,45.0,East Carolina,21.0
