season,team,war,fbs_games,adj_wins,adj_win_pct,fbs_wins,fbs_win_pct,implied_wins
2018,Baylor,4.2983203538858925,12,5.5,0.4583333333333333,6,0.5,
2018,Boise State,3.79342254515104,13,9.5,0.7307692307692307,10,0.7692307692307693,
2018,Boston College,5.372608242252613,11,6.5,0.5909090909090909,6,0.5454545454545454,
2018,Bowling Green,0.7431605615631846,11,3.0,0.2727272727272727,2,0.1818181818181818,
2018,Buffalo,4.552099243601907,13,8.5,0.6538461538461539,9,0.6923076923076923,
2018,California,4.965630906458952,12,5.5,0.4583333333333333,6,0.5,
2018,Central Michigan,1.3473583420722346,11,1.5,0.1363636363636363,0,0.0,
2018,Charlotte,2.491191273839952,11,3.5,0.3181818181818182,4,0.3636363636363636,
2018,Cincinnati,5.642935066837339,12,9.0,0.75,10,0.8333333333333334,
2018,Clemson,9.574800592999994,14,13.0,0.9285714285714286,14,1.0,
2018,Coastal Carolina,1.8728840942472087,11,3.5,0.3181818181818182,4,0.3636363636363636,
2018,Colorado,4.406306412071362,11,4.0,0.3636363636363636,4,0.3636363636363636,
2018,Colorado State,1.98990417083732,11,3.0,0.2727272727272727,3,0.2727272727272727,
2018,Duke,4.892252145740866,12,6.0,0.5,7,0.5833333333333334,
2018,East Carolina,4.29690430853392,11,3.5,0.3181818181818182,3,0.2727272727272727,
2018,Eastern Michigan,3.193603551673418,12,7.0,0.5833333333333334,6,0.5,
2018,Florida,5.651900265351441,11,6.5,0.5909090909090909,8,0.7272727272727273,
2018,Florida Atlantic,3.7829079840958904,11,5.5,0.5,4,0.3636363636363636,
2018,Florida International,3.4286728963308506,12,6.5,0.5416666666666666,8,0.6666666666666666,
2018,Florida State,4.191833872648636,11,3.5,0.3181818181818182,4,0.3636363636363636,
